Gene	score_fdr_pos	score_tophalf_pos	score_pos	n_fdr_guides_pos	pval_pos	qval_pos	score_fdr_neg	score_tophalf_neg	score_neg	n_fdr_guides_neg	pval_neg	qval_neg	z_pos
CSK_ITCH	-0.537605158386494	-2.09992995650742	-2.20745098818472	2	0.26058634215046	0.999999548935158	4.12373213134698	4.52616251043156	6.58802857610504	16	1.15305758202481e-134	3.18742512133777e-134	0.665488987474835
CBLB_NDFIP1	0.017990603982784	-2.20927608599905	-2.20747702560077	1	0.260609441145492	0.999999548935158	4.4156909102622	4.82880265079895	7.03664810593005	16	3.8447994781238e-148	1.7777852198124e-147	0.665433303966835
DUSP4_PELI1	-0.056334114435464	-2.2021407695076	-2.20777418095115	1	0.260873136024297	0.999999548935158	3.91651861628002	4.23632626704457	6.19458557518458	16	2.21444538765926e-123	4.32569660522898e-123	0.664797808789492
EZH2_SOCS3	0	-2.20927628748078	-2.20927628748078	0	0.262208198562823	0.999999548935158	3.61055473253887	3.78880762345589	5.59408498972533	16	3.99341534650778e-107	5.30725729782765e-107	0.661585410109094
CISH_INPP5D	-1.17680284257384	-1.85625733895042	-2.20929819172257	3	0.262227692773983	0.999999548935158	4.18608887925757	4.81322452481798	6.90626896444676	16	3.70447663806512e-144	1.44837106476032e-143	0.661538565790111
CSK_PTPN6	-0.538343822937788	-2.10245158004763	-2.21012034463518	2	0.262959924263177	0.999999548935158	3.91083991867123	4.3762352914773	6.33165525081292	16	2.95896900260543e-127	6.39027342876866e-127	0.659780313043414
DUSP2_TBX21	-1.54638347205701	-1.74744383647261	-2.21135887808972	3	0.264064965358355	0.999999548935158	2.87588323515289	3.03617114881063	4.47411276638708	16	6.37080287917629e-80	6.46947695077592e-80	0.65713159062825
DUSP4_RIPOR2	-1.37007926375949	-1.52731315192595	-2.21235278380569	5	0.264953453390261	0.999999548935158	3.51851429689127	4.2681615453282	6.02741869377384	16	9.72266467445777e-119	1.66851366258983e-118	0.655006028061654
DTX1_TOX	-0.558820078709927	-2.15688144113525	-2.21276344900624	1	0.265321004774744	0.999999548935158	3.70872118422135	3.91245915838706	5.76681975049773	16	1.10858831420842e-111	1.61980589681768e-111	0.654127781198126
FOXP3_NR4A1	-1.1137536610887	-1.87879891352173	-2.21292501184834	3	0.265465676798122	0.999999548935158	4.01708771920397	4.63674808310859	6.64529194271058	16	2.38704939506415e-136	6.97564034649031e-136	0.653782263586342
EZH2_TBX21	-1.28066402311927	-2.08509365544784	-2.21316005775976	1	0.265676220945569	0.999999548935158	3.41550540536293	3.54126533748772	5.24901804016919	16	2.59974803482273e-98	2.99844642536839e-98	0.653279595392852
PTPN12	-0.672034706367615	-1.87792309430471	-2.21394044748852	11	0.266375867642537	0.999999548935158	3.33419135280687	4.61505278863648	6.28214846503991	95	7.5406383721844e-126	1.5701475828726e-125	0.651610657214757
DNMT3A_PTPN11	-0.671598528813825	-2.08053982899814	-2.2148595347609	2	0.267201055374694	0.999999548935158	3.6907953125707	4.03337002250491	5.87876767879026	16	1.09685872837968e-114	1.70186150999201e-114	0.649645101055639
LGALS9_NR4A3	-0.991560165305339	-2.01692774486394	-2.21523977792501	2	0.267542827502893	0.999999548935158	3.45707971583449	3.64174575012673	5.37028560804398	16	2.29847604156995e-101	2.75795553181341e-101	0.64883191463076
DGKZ_ZC3H12A	-1.47263852081562	-2.06902520218023	-2.21628905426179	1	0.268487085377823	0.999999548935158	3.54093503336357	3.80924190409347	5.57970942077525	16	9.46690286681497e-107	1.24906453201475e-106	0.646587936688347
ITCH_TBX21	-1.38049750161438	-1.80257906969028	-2.21672832017459	3	0.268882883605627	0.999999548935158	3.12410784877673	3.29645350765545	4.85850743204381	16	8.40971934019693e-89	8.90420387282963e-89	0.645648524462391
CBLB_VSIR	-1.73380654729711	-1.3501093977779	-2.21701267142646	6	0.269139252920727	0.999999548935158	2.37509386067667	2.6295771979213	3.81712412825964	16	7.49706526101323e-66	7.50587152404496e-66	0.645040412076046
DGKA_PTPN2	0.416163430947573	-2.25922829986629	-2.21761195677154	1	0.269679966163212	0.999999548935158	3.96826819711007	4.18543886224955	6.16957296080459	15	1.11086452352547e-122	2.12293018434577e-122	0.643758782968029
DOK1_TOX	-1.46816026943758	-2.07178498566787	-2.21860101261162	1	0.270573543538168	0.999999548935158	3.15539399705933	3.21611758815627	4.79381458668594	16	2.83529336706894e-87	2.97124800803085e-87	0.641643592325528
DUSP2_PAG1	-0.874704723358512	-2.04386022131266	-2.21880116598436	2	0.270754554886575	0.999999548935158	3.50458840415977	3.74061654866581	5.49291075074569	16	1.68037212662369e-104	2.12498097318337e-104	0.641215545167897
PTEN_WWP2	0	-2.21933899565543	-2.21933899565543	0	0.271241247550895	0.999999548935158	3.15768976254207	3.06524734959196	4.644092230863	16	8.64213315704158e-84	8.90686597442778e-84	0.64006534490477
NCKAP1L_PTPRF	-0.220016333979857	-2.19736119032811	-2.21936282372609	1	0.271262820125935	0.999999548935158	3.72185026814129	4.07236580127681	5.93329093534745	16	3.64835272232822e-116	5.84147646273842e-116	0.640014386293491
DUSP1_TNFRSF14	-1.44734872587778	-1.78546974732579	-2.21967436508912	3	0.271544950556859	0.999999548935158	2.98345800706958	3.14609143147465	4.63782043500944	16	1.20499053728361e-83	1.24090245824977e-83	0.639348125250251
DOK1_ZC3H12A	-1.18834651867826	-2.10126627243094	-2.22010092429877	1	0.271931477498057	0.999999548935158	3.41226301506443	3.66279450536515	5.36892601289736	16	2.4885014590933e-101	2.98456765051669e-101	0.638435887525988
DUSP1_RNF128	-1.42015773997036	-1.65203799846917	-2.22010109445732	4	0.271931631741941	0.999999548935158	3.30109944868646	3.7247729201092	5.37532264445244	16	1.71229970703026e-101	2.05846278837629e-101	0.638435523625632
PELI1_STAT5A	-0.243579413430127	-2.1957747214108	-2.22013266275382	1	0.271960248258013	0.999999548935158	4.1156741165988	4.4767845126237	6.5346215709231	15	4.19634319078961e-133	1.09490301416827e-132	0.63836801180006
PTPN12_SOCS6	-1.15292538770199	-1.8743747389148	-2.2202523552254	3	0.272068762538776	0.999999548935158	3.9345140224734	4.48901140074491	6.45626841198161	16	7.8765088075524e-131	1.918117430563e-130	0.638112037985837
DUSP6_TOX2	-1.51339721428317	-1.76706928776995	-2.2210884520549	3	0.272827375416002	0.999999548935158	3.32865993717151	3.73505451826517	5.39938448685092	16	4.18467255505583e-102	5.05919986916206e-102	0.636323964837368
DNMT3A_DUSP2	-0.337099018087941	-2.18740387919359	-2.22111378100239	1	0.27285037340745	0.999999548935158	3.73037573215857	3.92252917480024	5.78771704087953	14	3.068853012008e-112	4.541121036866e-112	0.636269796457238
DNMT3A_SOCS1	-1.29409176567749	-1.96230885545984	-2.22112720859533	2	0.272862565684509	0.999999548935158	3.16970660253438	3.33829941521332	4.92315271648051	16	2.42422344114624e-90	2.59253004559219e-90	0.636241080263686
DGKZ_PTPRF	-0.943061564580148	-2.1268283277707	-2.22113448422871	1	0.27286917208477	0.999999548935158	3.34419953839579	3.45979535429295	5.13189512349084	16	2.08408933364614e-95	2.3291155708624e-95	0.636225520624866
PIK3IP1_SOCS3	-0.621769069850706	-2.15899949982971	-2.22117640681478	1	0.27290724005948	0.999999548935158	3.57593716061789	3.71655773328471	5.50452631359366	16	8.42996560815613e-105	1.06974799305485e-104	0.63613586515935
DTX1_SOCS1	-1.42922716726437	-1.93579086687289	-2.22163630032576	2	0.273325021070081	0.999999548935158	3.1675192299567	3.3070265454249	4.89078616040325	16	1.43685255626553e-89	1.53148477964609e-89	0.635152338839043
ITCH_MDM2	-1.10428780681688	-2.00112499288868	-2.22198255425206	2	0.273639777364	0.999999548935158	3.65930273234685	4.00016465126822	5.82981601744164	15	2.28545874977895e-113	3.45589475055279e-113	0.634411841654597
DNMT3A_SOCS6	0	-2.22217106434996	-2.22217106434996	0	0.273811214654506	0.999999548935158	3.16656097450106	3.26517123703522	4.84845172428575	16	1.45596155042616e-88	1.53838582001641e-88	0.634008694755366
DUSP2_SOCS3	-1.08822961050597	-2.11385606312564	-2.22267902417624	1	0.27427343426546	0.999999548935158	3.4235803780871	3.59644119793862	5.30823138698217	16	8.50928817797095e-100	9.97170021588988e-100	0.632922374016157
DLG1_TIGIT	-1.64133570040779	-1.73117113367576	-2.2235718437981	3	0.275086790832992	0.999999548935158	3.53037960201331	4.00892913448205	5.7741189354887	16	7.08108281469367e-112	1.04059360673401e-111	0.631012993743506
DUSP10_RNF128	-0.987174368136803	-2.02654045614668	-2.22397532977404	2	0.275454754947644	0.999999548935158	3.44379491120434	3.74193086192863	5.46382831753079	16	9.40942851964195e-104	1.16909177476795e-103	0.630150100339409
CBLB_PTGES2	0	-2.22486260002044	-2.22486260002044	0	0.276264762896597	0.999999548935158	3.39043860462038	3.47027634452829	5.16549564683848	16	3.09279436469341e-96	3.48689382298106e-96	0.628252587937679
NR4A1_PTGES2	-1.16825928178194	-1.87454501184184	-2.22502279637642	3	0.276411134031624	0.999999548935158	3.2877635225365	3.66873599192067	5.31261775318892	16	6.59833737986367e-100	7.75365288617252e-100	0.62790999268734
CISH_TBX21	-1.32370130528536	-1.96030511864161	-2.22504537969869	2	0.276431771432779	0.999999548935158	3.16573617020759	3.36414247737838	4.94701056248217	16	6.49730501305413e-91	6.98050794889891e-91	0.62786169608971
PAG1_PTPN7	-1.03065448032421	-2.01936489704384	-2.22549579310868	2	0.276843532143435	0.999999548935158	3.53298443806445	3.97120046831259	5.73769268734481	16	6.60508708336284e-111	9.5150465758641e-111	0.626898443873342
DNMT3A_MDM2	-0.659738280447517	-2.1604039787755	-2.22637780682025	1	0.277650723965327	0.999999548935158	4.06220019760088	4.57747990644922	6.60858000524966	16	2.87540717395578e-135	8.15123740998329e-135	0.6250121730748
CBL_SOCS6	-0.883622591492895	-2.13839598696062	-2.22675824610991	1	0.277999244852257	0.999999548935158	3.67390633681061	3.86628551672783	5.70323868513314	16	5.41004110101273e-110	7.66822344528246e-110	0.624198567216648
GSK3B_PTPRF	-1.37740467832118	-1.67776371521484	-2.22872558654332	4	0.279804926333202	0.999999548935158	2.9677137576124	3.26144426696049	4.74530114576669	16	3.88540868267661e-86	4.05013860644276e-86	0.619991221274455
PELI1_TBX21	-1.36757893769522	-1.81858784665305	-2.22886152796162	3	0.279929907115914	0.999999548935158	3.13978792776025	3.36079638199246	4.93069034587259	16	1.59994485654398e-90	1.71389149483995e-90	0.619700497531402
DTX1_TNFRSF14	-1.28749661498801	-1.97149408618614	-2.22899340918374	2	0.280051180930329	0.999999548935158	3.1847643463459	3.34057118828285	4.9329533614558	16	1.41217178068727e-90	1.51464901141667e-90	0.619418456906753
DUSP10_ZC3H12A	0	-2.22960669143466	-2.22960669143466	0	0.280615470288367	0.999999548935158	3.53623547595495	3.7797601031182	5.54787784109567	16	6.36624154905426e-106	8.27579036142946e-106	0.618106894075018
PAG1_SOCS3	-0.910309375047978	-1.95665610148725	-2.22974891400165	3	0.280746409747767	0.999999548935158	3.42983177737096	3.68713565240698	5.40205154109246	16	3.57865783414548e-102	4.33473618280909e-102	0.617802737493904
FOXP3_SUV39H1	-1.50606929741071	-2.07915166269113	-2.22975859243221	1	0.280755321421903	0.999999548935158	3.21305309163342	3.2782996085863	4.884826154403	16	1.99229800828846e-89	2.11909567686922e-89	0.617782039243184
DOK2_SOCS1	-1.47199938088175	-1.78995170561221	-2.23155151987673	3	0.282408563009081	0.999999548935158	3.28427550014418	3.59872755852401	5.24086530859611	16	4.15440887839864e-98	4.77859806660609e-98	0.61394769218243
PDCD1_PTPRF	-1.24308350574529	-1.73549135509345	-2.23272475739156	4	0.283492922837236	0.999999548935158	3.63007452513665	4.14722944939416	5.96226671196249	16	5.92499898630567e-117	9.68065329583617e-117	0.611438611388166
DGKZ_SUV39H1	-1.65290926970452	-1.90241518531156	-2.23299703925247	2	0.283744863193872	0.999999548935158	3.05743726415211	3.47290023630685	5.00161886838291	16	3.13993876086583e-92	3.41943075448634e-92	0.610856310550356
INPP5D_NEDD4	-1.15216482643451	-2.1181908421316	-2.23340732477505	1	0.284124699678226	0.999999548935158	3.71077735236113	3.82619018192156	5.68157885810213	16	2.02024128954827e-109	2.83055176842461e-109	0.609978875664531
PTPN7_SOCS1	-1.22018911338943	-1.86766117129564	-2.23371790531247	3	0.28441239233044	0.999999548935158	3.85776424055785	4.41504478077835	6.34392690105728	16	1.32230296696151e-127	2.89480195763748e-127	0.609314669438884
CBL_SOCS1	-1.3839449953077	-1.81881348497441	-2.23399698356672	3	0.284671022891355	0.999999548935158	3.33348904378552	3.56959690082378	5.23634142271654	16	5.38741355928091e-98	6.18295173746916e-98	0.60871783386298
DUSP10_NR4A2	-1.31851017366742	-1.83880472390547	-2.23435777600569	3	0.285005546851737	0.999999548935158	3.01523761422507	3.22771058695776	4.73532939407029	16	6.63998156230364e-86	6.91304269332671e-86	0.607946244676739
ITCH_PTPN3	-0.774982421075628	-2.15691485496118	-2.23441309706874	1	0.28505685668403	0.999999548935158	3.80029711883021	4.08021457388702	5.98036313330213	16	1.89800024234442e-117	3.13918927533937e-117	0.607827935284938
PDCD1_ZBTB7B	-1.16802064078614	-2.00242540997626	-2.23602953813349	2	0.286558033404209	0.999999548935158	3.41343198906015	3.69473629514912	5.40145228967919	16	3.70670208431111e-102	4.4877070215831e-102	0.604371021250603
INPPL1_PTPRF	0	-2.2366087903242	-2.2366087903242	0	0.287096891822282	0.999999548935158	3.284493851456	3.28951685808107	4.93176378380907	16	1.50795915261162e-90	1.61603166522545e-90	0.603132234961915
KLRG1_TOX	-1.03141487941268	-2.03038258428605	-2.23666556016859	2	0.287149728663861	0.999999548935158	3.7442058683473	4.15774148149247	6.02984441566612	16	8.33806182704956e-119	1.43282419971544e-118	0.603010827212459
SOCS6_TNFRSF14	-1.31861487068599	-2.10506191999049	-2.23692340705909	1	0.287389769896532	0.999999548935158	3.60227265466758	3.8287525095133	5.62988883684709	16	4.62171021173777e-108	6.29606447065182e-108	0.602459396941405
PTPN12_TIGIT	-0.869807130511021	-2.1520025638771	-2.2389832769282	1	0.289310794791066	0.999999548935158	3.8255517298837	3.97615416417429	5.88893002911614	14	5.82628698118285e-115	9.10068161935525e-115	0.598054167938804
CSK_VSIR	0	-2.23985847331927	-2.23985847331927	0	0.290128821442161	0.999999548935158	3.23697762979494	3.32865037596137	4.94713919085884	16	6.45127008252558e-91	6.93396284195792e-91	0.596182476633092
PTPN11_TNFRSF14	-0.488661864271424	-2.19156031514101	-2.24042650156815	1	0.290660324212438	0.999999548935158	3.60105529885531	3.6850908231961	5.48561847262375	16	2.58975889132807e-104	3.25406068065153e-104	0.594967693818999
CTLA4_SUV39H1	0	-2.24047929950906	-2.24047929950906	0	0.290709750254065	0.999999548935158	3.19284396749488	3.1428796683949	4.73930165214234	16	5.36410264651698e-86	5.58696964038449e-86	0.594854780365551
DGKA_FGL2	-0.358936667012955	-2.16951809881404	-2.24130543221663	2	0.291483634073949	0.999999548935158	3.89210233187108	4.32281373821433	6.26886490414986	16	1.79219701991146e-125	3.7046465480304e-125	0.59308801644616
CTLA4_LAG3	-0.882143366304163	-2.15372210599033	-2.24193644262075	1	0.292075382624878	0.999999548935158	3.844639243934	4.30067855129936	6.22299817326635	16	3.52539684870452e-124	7.03703336622752e-124	0.591738540260864
DOK1_VSIR	0	-2.24362793273055	-2.24362793273055	0	0.293664379259693	0.999999548935158	3.28307878474573	3.22463932941494	4.8661787217878	16	5.52987601545359e-89	5.86474200394642e-89	0.588121126655741
DTX1_PTPN12	0	-2.24371876846317	-2.24371876846317	0	0.293749824024732	0.999999548935158	3.92804682729127	4.31439955943671	6.27842297308235	16	9.61417371821867e-126	1.99379093248055e-125	0.587926865741588
DOK2_RNF128	-1.46939016040972	-1.94990482019266	-2.24378285227461	2	0.293810111476019	0.999999548935158	3.47866150477482	3.81138595784457	5.55071671023198	15	5.37280143266506e-106	6.99860074545316e-106	0.587789816373089
CBLB_ZBTB7B	-1.7383065229114	-1.54871342432163	-2.24403603348619	4	0.294048350056875	0.999999548935158	2.65848142079512	2.90828387052791	4.23752458092547	16	1.07618210296101e-74	1.08509370554862e-74	0.587248364103267
DOK2_TRAF6	-0.906442999588112	-2.06308039357652	-2.24436899349414	2	0.294361794793758	0.999999548935158	3.58733038710038	3.82687986699524	5.62054506054543	16	8.12106634760377e-108	1.10103746823027e-107	0.586536297236461
RNF128_TIGIT	-1.18239049589486	-2.00855894372477	-2.24503704290374	2	0.294991153702793	0.999999548935158	4.38323033465797	4.6709254410141	6.86254060834308	12	7.80849987847633e-143	2.89787143530682e-142	0.585107609590473
INPP5D_PPP2R1A	-1.43492739575646	-1.95854329349334	-2.24552877264463	2	0.29545480033019	0.999999548935158	3.61164607972331	4.05387254159303	5.85969558145469	16	3.58839288443856e-114	5.51745075496656e-114	0.584055998443335
CISH_ZC3H12A	-1.09031382698303	-2.13742172781835	-2.24645311051665	1	0.296327254435751	0.999999548935158	3.56496162596869	3.74636590455423	5.52884671753858	16	1.98225412533265e-105	2.54704713491236e-105	0.582079213374003
DLG1_SOCS6	-0.831270569533434	-2.16357572622895	-2.24670278318229	1	0.296563115264512	0.999999548935158	3.61036818814004	3.81504912460778	5.6202332186778	16	8.27520116233313e-108	1.12074625911472e-107	0.581545264465711
CISH_DGKZ	-0.726305737401097	-2.10157417029872	-2.24683531777894	2	0.296688353011832	0.999999548935158	4.5621587268342	4.94690404870976	7.22798341212686	12	4.35357599064148e-154	2.6568242978688e-153	0.581261826537051
DUSP6_FOXP3	-0.12099138757582	-2.22407644591224	-2.24827472342741	2	0.298050067481586	0.999999548935158	4.08654364131468	4.54906021897482	6.59233203963216	16	8.62311812066372e-135	2.39927236502036e-134	0.578183519696296
CBLB_INPP5D	-1.42957802042299	-1.819406879231	-2.2482802853579	3	0.298055334729422	0.999999548935158	3.21480716344843	3.41526180015882	5.02266538188303	16	9.71005569579168e-93	1.06059856531992e-92	0.57817162497524
ARG2_TIGIT	-0.891208505820636	-2.07085048006602	-2.24909218123015	2	0.298824669223775	0.999999548935158	3.74086095998281	4.17200988164249	6.0424403616339	16	3.75235438720233e-119	6.50052179408968e-119	0.576435307891737
NDFIP1_SOCS1	-1.4923678609102	-1.65224536751192	-2.24919251187601	4	0.298919802927957	0.999999548935158	3.26399298005427	3.82723436820099	5.45923085822813	16	1.23476531986489e-103	1.53043864415634e-103	0.576220741196229
PIK3IP1_STAT5A	-0.733994248442922	-2.17601056419137	-2.24940998903567	1	0.299126062390027	0.999999548935158	3.94635644494574	4.26138380629152	6.23456202876439	16	1.66591579720932e-124	3.35942168254277e-124	0.575755645461055
ARG2_SOCS3	-1.26513536545937	-1.99650475175039	-2.24953182484226	2	0.299241642005553	0.999999548935158	3.5010642107101	3.83294533329254	5.5834774386476	16	7.55120263936778e-107	9.96821122811741e-107	0.575495087919632
DGKA_NR4A2	-0.975484913774281	-2.05547768315409	-2.25057466590895	2	0.300231761695938	0.999999548935158	3.48975227862177	3.78683552777543	5.53171166708632	16	1.67099948949365e-105	2.15251672273817e-105	0.573264872418655
DOK1_PTPRF	-0.710338814891841	-2.10895241656138	-2.25102017953974	2	0.300655203192693	0.999999548935158	3.27425982961153	3.41099937796797	5.04812929277373	16	2.33683537207939e-93	2.56340113530974e-93	0.572312098849391
GSK3B_HFE	-1.24488835139939	-2.0024732528697	-2.25145092314957	2	0.301064862543104	0.999999548935158	3.67150298781182	4.1110225881743	5.9467740820802	16	1.56712390711614e-116	2.53455776754963e-116	0.571390912384575
SUV39H1_TOX2	0.124318630437564	-2.26392946851052	-2.25149760546676	1	0.301109274936135	0.999999548935158	4.19869724430136	4.54991703250823	6.64926565465891	15	1.82225684170269e-136	5.34961049854626e-136	0.571291077778187
DUSP6_MDM2	-1.55616583379456	-1.78659948752154	-2.25344923765991	3	0.302968644298532	0.999999548935158	3.61519338809075	3.91320904152606	5.72080573557144	15	1.85355359794368e-110	2.65223086174705e-110	0.567117325412273
ITCH_TRAF6	-1.30068130250365	-1.99341120224448	-2.25354746274521	2	0.303062361502984	0.999999548935158	3.06370313398375	3.15739063510884	4.68924220210072	16	7.82739712661346e-85	8.11295275749923e-85	0.566907261659686
FOXP3_NEDD4	0.0268594194585379	-2.2563665651125	-2.25368062316664	1	0.303189431447274	0.999999548935158	4.24387396510267	4.54589342598132	6.66783040853265	16	5.15400433700984e-137	1.55044577526284e-136	0.566622485344793
PTPN3_TOX2	-1.39415480969742	-1.69617809494978	-2.25384001882874	4	0.303341568007	0.999999548935158	3.29333233621168	3.66514194788633	5.31180811599217	16	6.91556572104717e-100	8.11896306185382e-100	0.566281602455004
LGALS9_SUV39H1	-0.402067915220994	-2.21435646594485	-2.25456325746695	1	0.304032297511935	0.999999548935158	3.47222327601544	3.54939982518653	5.28551146319425	16	3.16983743374131e-99	3.69429093804764e-99	0.564734887357793
NR4A1_NR4A3	-1.38084485612768	-1.70237534942699	-2.25471329187807	4	0.304175675731013	0.999999548935158	3.39356860089088	3.80268394479363	5.49946824523907	16	1.13850056150757e-104	1.44258966093897e-104	0.564414024399814
DUSP4_WWP2	-1.20137976955913	-2.015054454779	-2.25533040869083	2	0.304765731001795	0.999999548935158	3.37060592120878	3.76429830227938	5.44960126288377	16	2.18053872347563e-103	2.68964665505411e-103	0.563094260990324
CTLA4_TBX21	-1.68664975046061	-1.58105890386438	-2.25571880404862	4	0.305137355302216	0.999999548935158	2.8640825275327	3.12163957779062	4.55368084155697	16	1.01249701104639e-81	1.03310249690567e-81	0.56226364031847
FGL2_PTPN6	-1.20372817408466	-2.01713459779036	-2.25788023260729	2	0.30720911602788	0.999999548935158	3.27955587410014	3.35733641859672	4.9971143556468	15	4.03482152277778e-92	4.39209818379854e-92	0.557641218331291
DUSP4_LAG3	-1.35912558881687	-1.85063097970931	-2.25836865635437	3	0.307678134130617	0.999999548935158	3.65690980774745	4.11469803086973	5.94315293474345	16	1.96663586729338e-116	3.1686754333139e-116	0.556596677368553
PPP2R1A_TIGIT	-0.246987143499943	-2.20948083010059	-2.25887825880058	2	0.30816782475428	0.999999548935158	4.13562891867199	4.62198521366443	6.68979967300043	16	1.15254691060495e-137	3.55067765110466e-137	0.5555068437293
PTPN12_TOX2	-0.824727140225218	-2.09411746747796	-2.259062895523	2	0.308345331484759	0.999999548935158	3.8651430590114	4.24788098696918	6.18045251647488	16	5.51142111226411e-123	1.06520814694326e-122	0.555111980414512
DUSP2_RNF128	-1.20997844626325	-2.01757018214164	-2.25956587139428	2	0.308829111531344	0.999999548935158	3.74108041711604	4.13585624524182	6.00639645379984	16	3.67460710301998e-118	6.18970379606198e-118	0.554036318340417
NR4A1_PPP2R1A	-1.3525538978864	-2.12453358998378	-2.25978897977242	1	0.309043811401841	0.999999548935158	3.46237272464382	3.59090243320261	5.32208879552452	16	3.80820078574318e-100	4.49149880495632e-100	0.553559179705184
DUSP2_PTPN3	0	-2.26015924043194	-2.26015924043194	0	0.309400261646195	0.999999548935158	3.56888033869775	3.68908436558449	5.47352453493336	16	5.30185638449787e-104	6.62278787257502e-104	0.552767341822462
HFE_WWP2	-1.63827303796626	-1.9329560649125	-2.26061067250576	2	0.309835098400131	0.999999548935158	3.07011547309214	3.18248934365912	4.71754708020519	16	1.72341396228127e-85	1.79282729924867e-85	0.55180191109593
FGL2_PPP2R1A	-1.10478678976829	-2.15061649279254	-2.26109517176937	1	0.310302082927811	0.999999548935158	3.303978492856	3.30281860993728	4.95480785636527	16	4.22127799957502e-91	4.54476119785824e-91	0.550765763016967
NEDD4_RNF128	-1.16418982267713	-2.02947866252919	-2.26231662706462	2	0.311480739357452	0.999999548935158	3.8647228147152	4.3230481736255	6.2554095809831	16	4.30172793529787e-125	8.82078454735899e-125	0.548153563881135
PTPN7_ZC3H12A	-0.83979638349106	-2.17862517632591	-2.26260481467501	1	0.311759111622386	0.999999548935158	3.75511025175441	4.07772207457071	5.95527720044791	16	9.19088383238179e-117	1.49498027731554e-116	0.547537247074661
EZH2_PTPN11	-1.41970142569512	-1.97877897267687	-2.2627192578159	2	0.311869686814056	0.999999548935158	3.53252148899518	3.90734413142482	5.67360487592241	16	3.27850090079174e-109	4.55852463476045e-109	0.547292499456884
DNMT3A_ITCH	-1.37032432046773	-1.85172485439491	-2.26282215053523	3	0.31196911644408	0.999999548935158	3.70811515924397	4.17985437152244	6.03391195114442	16	6.44382335549347e-119	1.11030029110491e-118	0.547072453521873
DGKA_PTPN11	0.224882450080442	-2.28548614600402	-2.26299790099597	1	0.312138983311723	0.999999548935158	4.01443725007642	4.1700336217319	6.17725224677011	16	6.77396937533959e-123	1.30429515758609e-122	0.546696594328783
DLG1_SUV39H1	-1.26805001817196	-2.00972167939198	-2.26333168302637	2	0.312461701290451	0.999999548935158	3.13733484588263	3.22484943586931	4.79351685881063	16	2.88136320171318e-87	3.01828992494084e-87	0.545982769488237
DGKZ_VSIR	-1.31039474164594	-2.00196353960786	-2.26404248793705	2	0.313149423999036	0.999999548935158	3.09365424096521	3.23766411464874	4.78449123513135	16	4.69534131349325e-87	4.91042443296615e-87	0.544462645108209
NCKAP1L_PTPN6	-0.998574570950414	-2.16524294054003	-2.26510039763507	1	0.314174183923258	0.999999548935158	4.20889838172403	4.6304570394298	6.73490623029181	15	5.26268161852152e-139	1.68208461231994e-138	0.542200203895909
CISH_TOX2	-1.07602206276888	-2.15770065582682	-2.26530286210371	1	0.314370467880331	0.999999548935158	3.58403671836775	3.68884525558263	5.4808636147665	16	3.4328510258158e-104	4.30284317304461e-104	0.541767214238347
FOXP3_PTPN11	-1.023781700287	-1.85697705968008	-2.26648973979488	4	0.315522168864157	0.999999548935158	3.68303852335365	4.29533811097935	6.13685737265618	16	9.09282196274502e-122	1.69339736043256e-121	0.539228962620569
DGKA_DUSP4	-0.817089711346671	-2.02143005811235	-2.26655697151635	3	0.315587461770229	0.999999548935158	4.54956616989085	5.26234393664077	7.53712702158619	16	6.04479749601917e-164	6.0142206993467e-163	0.539085181144974
LGALS9_PTPN3	-0.289771874660492	-2.20872317108756	-2.26667754601966	2	0.315704573589376	0.999999548935158	3.97845722672946	4.34695250978088	6.33618112314561	16	2.19879582383505e-127	4.78088513736925e-127	0.538827321021419
DNMT3A_WWP2	-1.26038337768114	-2.01510428422026	-2.26718095975649	2	0.316193730015579	0.999999548935158	3.34897931257599	3.60056405930964	5.27505371559763	16	5.79919331683805e-99	6.73412230297679e-99	0.537750722529909
FGL2_NR4A3	-1.61157751801816	-1.78402492556074	-2.26749818096619	3	0.316502132498941	0.999999548935158	3.44730720230294	3.80057934042328	5.52423294157475	16	2.60957294209585e-105	3.34470075836546e-105	0.53707231459057
KLRG1_PTPN7	0	-2.26756153277064	-2.26756153277064	0	0.316563738424571	0.999999548935158	3.5646569715304	3.70903300190291	5.49136148766811	16	1.84217077944979e-104	2.32613860891512e-104	0.536936830689127
DTX1_NR4A1	-1.27118296440168	-2.14048345165412	-2.26760174809429	1	0.31660284811627	0.999999548935158	3.83949099819356	4.12580369600003	6.04554919509681	16	3.08063295013309e-119	5.35498195342645e-119	0.536850826367811
CTLA4_PTPN6	0	-2.26791677371506	-2.26791677371506	0	0.316909283713982	0.999999548935158	3.78848331931574	4.12788492723702	6.02212658689489	16	1.35919010583116e-118	2.31696606707352e-118	0.536177113905685
FGL2_PTPRF	0	-2.26806012006502	-2.26806012006502	0	0.317048762944455	0.999999548935158	3.46612716498832	3.77200967067429	5.50507325316845	16	8.1603502719215e-105	1.03604844316302e-104	0.535870554007058
CMIP_PTPRF	-1.74500215547738	-1.74478535907215	-2.26828600571537	3	0.317268607533697	0.999999548935158	3.4194210685153	3.71048866179436	5.42019919605201	16	1.23256775164636e-102	1.50653716107062e-102	0.535387475909204
